agency,city,state,ntd_id,organization_type,reporter_type,report_year,uace_code,uza_name,primary_uza_population,agency_voms,modecd,mode_name,typeofservicecd,mode_voms,form_type,guideway,guideway_questionable,stations,stations_questionable,administrative_buildings,administrative_buildings_1,maintenance_buildings,maintenance_buildings_1,passenger_vehicles,passenger_vehicles_1,other_vehicles,other_vehicles_questionable,fare_collection_equipment,fare_collection_equipment_1,communication_information,communication_information_1,other,other_questionable,reduced_reporter,reduced_reporter_questionable,total,total_questionable
"Ulster County, dba: Ulster County Area Transit",Kingston,NY,20178,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,45262.0,"Kingston, NY",50254.0,32.0,DR,Demand Response,DO,6.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,124122,,0,,0,,0,,0,,0,,124122,
"Leprechaun Lines, Inc.",New Windsor,NY,20179,Private Provider Reporting on Behalf of a Public Entity,Reduced Reporter,2024,71803.0,"Poughkeepsie--Newburgh, NY",314766.0,8.0,CB,Commuter Bus,DO,8.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Town of Highlands, dba: Town of Highlands Dial A Bus",Highland Falls,NY,20182,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,71803.0,"Poughkeepsie--Newburgh, NY",314766.0,1.0,DR,Demand Response,DO,1.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,12243,,12243,
"Town of Monroe, dba: Monroe Dial A Bus",Monroe,NY,20183,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,45443.0,"Kiryas Joel, NY",71582.0,6.0,MB,Bus,DO,1.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Town of Monroe, dba: Monroe Dial A Bus",Monroe,NY,20183,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,45443.0,"Kiryas Joel, NY",71582.0,6.0,DR,Demand Response,DO,5.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Village of Kiryas Joel, dba: KJ Transit",Monroe,NY,20187,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,45443.0,"Kiryas Joel, NY",71582.0,21.0,MB,Bus,DO,15.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,80602,,80602,
"Village of Kiryas Joel, dba: KJ Transit",Monroe,NY,20187,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,45443.0,"Kiryas Joel, NY",71582.0,21.0,DR,Demand Response,DO,6.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
MTA Bus Company,New York,NY,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,1136.0,MB,Bus,DO,1136.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,3035764,,23329426,,249966746,,0,,0,,7443366,,0,,0,,283775302,
MTA Bus Company,New York,NY,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,1136.0,MB,Bus,DO,1136.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,20190,Private-For-Profit Corporation,Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,52.0,FB,Ferryboat,DO,19.0,Uses of Capital (F-20) - Expansion of Service,0,,465339,,0,,0,,1080968,,0,,0,,0,,0,,0,,1546307,
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,20190,Private-For-Profit Corporation,Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,52.0,FB,Ferryboat,DO,19.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,230707,,51124,,578678,,485717,,0,,0,,32478,,0,,0,,1378704,
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,20190,Private-For-Profit Corporation,Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,52.0,MB,Bus,DO,33.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Port Imperial Ferry Corporation, dba: NY Waterway",Weehawken,NJ,20190,Private-For-Profit Corporation,Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,52.0,MB,Bus,DO,33.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Cumberland County, dba: Cumberland Area Transit System",Bridgeton,NJ,20193,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,90730.0,"Vineland, NJ",87226.0,20.0,DR,Demand Response,DO,20.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,21694,,21694,
Gloucester County,West Deptford,NJ,20195,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,69076.0,"Philadelphia, PA--NJ--DE--MD",5696125.0,17.0,MB,Bus,PT,3.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Gloucester County,West Deptford,NJ,20195,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,69076.0,"Philadelphia, PA--NJ--DE--MD",5696125.0,17.0,DR,Demand Response,PT,14.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
County of Atlantic,Atlantic City,NJ,20199,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,3904.0,"Atlantic City--Ocean City--Villas, NJ",294921.0,33.0,MB,Bus,PT,4.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
County of Atlantic,Atlantic City,NJ,20199,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,3904.0,"Atlantic City--Ocean City--Villas, NJ",294921.0,33.0,DR,Demand Response,DO,29.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,357000,,0,,0,,0,,0,,0,,357000,
County of Atlantic,Atlantic City,NJ,20199,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,3904.0,"Atlantic City--Ocean City--Villas, NJ",294921.0,33.0,MB,Bus,PT,4.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
County of Atlantic,Atlantic City,NJ,20199,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,3904.0,"Atlantic City--Ocean City--Villas, NJ",294921.0,33.0,DR,Demand Response,DO,29.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
South Jersey Transportation Authority,Blackwood,NJ,20200,Independent Public Agency or Authority of Transit Service,Reduced Reporter,2024,69076.0,"Philadelphia, PA--NJ--DE--MD",5696125.0,23.0,MB,Bus,DO,23.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
County of Cumberland,Bridgeton,NJ,20201,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,90730.0,"Vineland, NJ",87226.0,4.0,MB,Bus,DO,4.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Cape May County,Cape May Court House,NJ,20203,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,3904.0,"Atlantic City--Ocean City--Villas, NJ",294921.0,26.0,DR,Demand Response,DO,26.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Senior Citizens United Community Services of Camden County, Inc.",Audubon,NJ,20204,Private-Non-Profit Corporation,Full Reporter,2024,69076.0,"Philadelphia, PA--NJ--DE--MD",5696125.0,49.0,DR,Demand Response,PT,,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Senior Citizens United Community Services of Camden County, Inc.",Audubon,NJ,20204,Private-Non-Profit Corporation,Full Reporter,2024,69076.0,"Philadelphia, PA--NJ--DE--MD",5696125.0,49.0,DR,Demand Response,PT,,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Senior Citizens United Community Services of Camden County, Inc.",Audubon,NJ,20204,Private-Non-Profit Corporation,Full Reporter,2024,69076.0,"Philadelphia, PA--NJ--DE--MD",5696125.0,49.0,DR,Demand Response,DO,49.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Senior Citizens United Community Services of Camden County, Inc.",Audubon,NJ,20204,Private-Non-Profit Corporation,Full Reporter,2024,69076.0,"Philadelphia, PA--NJ--DE--MD",5696125.0,49.0,DR,Demand Response,DO,49.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,335.0,MB,Bus,PT,243.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,335.0,DR,Demand Response,PT,92.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,335.0,MB,Bus,PT,243.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,1243373,,0,,3391967,,5250509,,0,,0,,492800,,0,,0,,10378649,
"County of Nassau, dba: Nassau Inter County Express",Mineola,NY,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,335.0,DR,Demand Response,PT,92.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"County of Burlington, dba: BurLink",Mount Holly,NJ,20208,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,69076.0,"Philadelphia, PA--NJ--DE--MD",5696125.0,6.0,MB,Bus,PT,6.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Somerset County, dba: Somerset County Transportation",Somerville,NJ,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,58.0,DR,Demand Response,DO,50.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Somerset County, dba: Somerset County Transportation",Somerville,NJ,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,58.0,DR,Demand Response,DO,50.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Somerset County, dba: Somerset County Transportation",Somerville,NJ,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,58.0,MB,Bus,DO,8.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Somerset County, dba: Somerset County Transportation",Somerville,NJ,20209,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,58.0,MB,Bus,DO,8.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Morris County, dba: Morris Area Paratransit System",Morristown,NJ,20210,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,20.0,DR,Demand Response,DO,20.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,232366,,232366,
"County of Mercer, dba: Transportation Resources to Aid the Disadvantaged",Trenton,NJ,20211,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,88462.0,"Trenton, NJ",370422.0,25.0,DR,Demand Response,DO,25.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"County of Hunterdon, dba: HCLink",Flemington,NJ,20212,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,23.0,DR,Demand Response,PT,12.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"County of Hunterdon, dba: HCLink",Flemington,NJ,20212,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,23.0,MB,Bus,PT,11.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"City of Mechanicville, dba: Public Transportation System",Mechanicville,NY,20213,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,2.0,MB,Bus,DO,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Town of Warwick, dba: Warwick Dial A Bus",Warwick,NY,20214,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,56899.0,"Middletown, NY",61516.0,6.0,DR,Demand Response,DO,5.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Town of Warwick, dba: Warwick Dial A Bus",Warwick,NY,20214,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,56899.0,"Middletown, NY",61516.0,6.0,MB,Bus,DO,1.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"City of Watertown NY, dba: CitiBus",Watertown,NY,20215,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,92674.0,"Watertown, NY",51832.0,10.0,MB,Bus,DO,6.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,164864,,164864,
"City of Watertown NY, dba: CitiBus",Watertown,NY,20215,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,92674.0,"Watertown, NY",51832.0,10.0,DR,Demand Response,PT,4.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,2492,,2492,
"Orange County, dba: Transit Orange",Goshen,NY,20216,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,71803.0,"Poughkeepsie--Newburgh, NY",314766.0,12.0,MB,Bus,PT,3.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Orange County, dba: Transit Orange",Goshen,NY,20216,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,71803.0,"Poughkeepsie--Newburgh, NY",314766.0,12.0,DR,Demand Response,PT,9.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,244859,,244859,
"Hampton Jitney, Inc.",Calverton,NY,20217,Private-For-Profit Corporation,Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,61.0,CB,Commuter Bus,DO,61.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,548507,,0,,0,,3666945,,0,,0,,9291,,0,,0,,4224743,
"Hampton Jitney, Inc.",Calverton,NY,20217,Private-For-Profit Corporation,Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,61.0,CB,Commuter Bus,DO,61.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Broadway Bus Corporation,Bayonne,NJ,20220,Private-For-Profit Corporation,Reduced Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,8.0,MB,Bus,DO,8.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Cape May Lewes Ferry,New Castle,DE,20223,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,3904.0,"Atlantic City--Ocean City--Villas, NJ",294921.0,3.0,FB,Ferryboat,DO,3.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,6091007,,1426236,,358570,,3417060,,146950,,0,,820259,,0,,0,,12260082,
Cape May Lewes Ferry,New Castle,DE,20223,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,3904.0,"Atlantic City--Ocean City--Villas, NJ",294921.0,3.0,FB,Ferryboat,DO,3.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"SeaStreak, LLC",Atlantic Highlands,NJ,20226,Private-For-Profit Corporation,Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,7.0,FB,Ferryboat,DO,7.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"SeaStreak, LLC",Atlantic Highlands,NJ,20226,Private-For-Profit Corporation,Full Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,7.0,FB,Ferryboat,DO,7.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,61923,,2519,,1235992,,0,,207968,,8307,,23500,,0,,1540209,
Town of Wallkill,Middletown,NY,20227,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,56899.0,"Middletown, NY",61516.0,6.0,DR,Demand Response,DO,5.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Town of Wallkill,Middletown,NY,20227,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,56899.0,"Middletown, NY",61516.0,6.0,MB,Bus,DO,1.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Port Authority of Carteret,Carteret,NJ,20229,"City, County or Local Government Unit or Department of Transportation",Building Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,,FB,Ferryboat,DO,,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Lewis County, dba: Lewis County Public Transportation",Lowville,NY,20925,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,11.0,DR,Demand Response,PT,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Lewis County, dba: Lewis County Public Transportation",Lowville,NY,20925,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,11.0,MB,Bus,PT,9.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Schoharie County, dba: Schoharie County Public Transportation",Schoharie,NY,20926,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,9.0,MB,Bus,PT,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Schoharie County, dba: Schoharie County Public Transportation",Schoharie,NY,20926,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,9.0,DR,Demand Response,PT,3.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Schoharie County, dba: Schoharie County Public Transportation",Schoharie,NY,20926,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,9.0,CB,Commuter Bus,PT,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Warren County, dba: Warren County Transportation",Belvidere,NJ,20928,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,21.0,MB,Bus,PT,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Warren County, dba: Warren County Transportation",Belvidere,NJ,20928,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,21.0,DR,Demand Response,PT,16.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,785113,,785113,
"Greene County, dba: Greene County Transit",Catskill,NY,20931,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,9.0,MB,Bus,PT,9.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Essex County, dba: Essex County Public Transportation",Elizabethtown,NY,20932,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,13.0,MB,Bus,DO,13.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,257867,,257867,
"Monmouth County, dba: Special Citizen Area Transportation",Freehold,NJ,20933,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,63217.0,"New York--Jersey City--Newark, NY--NJ",19426449.0,10.0,DR,Demand Response,DO,10.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,228445,,228445,
Regional Transit Service,Rochester,NY,20934,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,6.0,MB,Bus,DO,6.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,678472,,678472,
"Chenango County, dba: Chenango County Transit System",Norwich,NY,20935,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,12.0,MB,Bus,PT,12.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Sullivan County, dba: Move Sullivan",Monticello,NY,20937,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,13.0,DR,Demand Response,PT,7.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Sullivan County, dba: Move Sullivan",Monticello,NY,20937,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,13.0,MB,Bus,PT,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Sullivan County, dba: Move Sullivan",Monticello,NY,20937,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,13.0,MB,Bus,DO,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Regional Transit Service,Rochester,NY,20938,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,5.0,MB,Bus,DO,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,3904573,,3904573,
"Clinton County, dba: Clinton County Public Transit",Plattsburgh,NY,20939,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,8.0,DR,Demand Response,DO,1.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Clinton County, dba: Clinton County Public Transit",Plattsburgh,NY,20939,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,8.0,MB,Bus,DO,7.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Madison County, dba: Madison Transit System",Wampsville,NY,20940,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,7.0,MB,Bus,PT,7.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"City of Corning, dba: Corning Erwin Area Transit System",Corning,NY,20941,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,5.0,MB,Bus,PT,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Oswego County, dba: Oswego Public Transportation",Oswego,NY,20942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,8.0,MB,Bus,PT,6.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Oswego County, dba: Oswego Public Transportation",Oswego,NY,20942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,8.0,DR,Demand Response,PT,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Salem County, dba: SCOOT Transportation",Salem,NJ,20944,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,14.0,DR,Demand Response,PT,14.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,62057,,62057,
Schuyler County,Watkins Glen,NY,20945,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,6.0,MB,Bus,PT,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Schuyler County,Watkins Glen,NY,20945,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,6.0,DR,Demand Response,PT,1.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Steuben County, dba: Steuben County Transportation System",Bath,NY,20946,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,2.0,MB,Bus,PT,2.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Regional Transit Service,Rochester,NY,20947,Independent Public Agency or Authority of Transit Service,Rural Reporter,2024,,,,10.0,MB,Bus,DO,10.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,14185,,14185,
"Sussex County, dba: Skylands Ride",Newton,NJ,20950,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,25.0,MB,Bus,DO,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Sussex County, dba: Skylands Ride",Newton,NJ,20950,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,25.0,DR,Demand Response,DO,20.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Allegany County, dba: Access Allegany",Belmont,NY,20951,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,5.0,MB,Bus,PT,5.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"City of Hornell, dba: Hornell Area Transit",Hornell,NY,20953,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2024,,,,12.0,MB,Bus,DO,4.0,Reduced Reporting (RR-20) - General Public Transit,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
